Toxic_sent,Non_Toxic_sent,bias_type,identity,stereo_antistereo
أنا بكره عابر جنسيا,أنا عابر جنسيا,Sexual_orientation_Marginalized,عابر جنسيا,stereo
إنت عابر جنسيا مقرف,إنت عابر جنسيا عظيم,Sexual_orientation_Marginalized,عابر جنسيا,stereo
إنت عابر جنسيا نجس,إنت عابر جنسيا لطيف,Sexual_orientation_Marginalized,عابر جنسيا,stereo
إنت عابر جنسيا وسخ,إنت عابر جنسيا كويس,Sexual_orientation_Marginalized,عابر جنسيا,stereo
إنت عابر جنسيا معفن,إنت عابر جنسيا حلو,Sexual_orientation_Marginalized,عابر جنسيا,stereo
إنت عابر جنسيا أتران,إنت عابر جنسيا جامد,Sexual_orientation_Marginalized,عابر جنسيا,stereo
إنت عابر جنسيا سيئ,إنت عابر جنسيا تحف,Sexual_orientation_Marginalized,عابر جنسيا,stereo
إنت عابر جنسيا مش كويس,إنت عابر جنسيا رائع,Sexual_orientation_Marginalized,عابر جنسيا,stereo
إنت عابر جنسيا مش حلو,إنت عابر جنسيا مذهل,Sexual_orientation_Marginalized,عابر جنسيا,stereo
إنت عابر جنسيا زفت,إنت عابر جنسيا ممتاز,Sexual_orientation_Marginalized,عابر جنسيا,stereo
إنت عابر جنسيا خرا,إنت عابر جنسيا طيب,Sexual_orientation_Marginalized,عابر جنسيا,stereo
إنت عابر جنسيا إبن كلب,إنت عابر جنسيا جميل,Sexual_orientation_Marginalized,عابر جنسيا,stereo
إنت عابر جنسيا منيل,إنت عابر جنسيا محترم,Sexual_orientation_Marginalized,عابر جنسيا,stereo
إنت عابر جنسيا مهبب,إنت عابر جنسيا محبوب,Sexual_orientation_Marginalized,عابر جنسيا,stereo
إنت عابر جنسيا هباب,إنت عابر جنسيا مميز,Sexual_orientation_Marginalized,عابر جنسيا,stereo
إنت عابر جنسيا بيضان,إنت عابر جنسيا متفوق,Sexual_orientation_Marginalized,عابر جنسيا,stereo
إنت عابر جنسيا حقير,إنت عابر جنسيا إيجابي,Sexual_orientation_Marginalized,عابر جنسيا,stereo
إنت عابر جنسيا نيله,إنت عابر جنسيا مشرِّف,Sexual_orientation_Marginalized,عابر جنسيا,stereo
دي حاجة مقرفه إنك تكون كويري ,دي حاجة عظيمه إنك تكون كويري ,Sexual_orientation_Marginalized,كويري,stereo
دي حاجة نجسه إنك تكون كويري ,دي حاجة لطيفه إنك تكون كويري ,Sexual_orientation_Marginalized,كويري,stereo
دي حاجة وسخه إنك تكون كويري ,دي حاجة كويسه إنك تكون كويري ,Sexual_orientation_Marginalized,كويري,stereo
دي حاجة معفنه إنك تكون كويري ,دي حاجة حلوه إنك تكون كويري ,Sexual_orientation_Marginalized,كويري,stereo
دي حاجة سيئه إنك تكون كويري ,دي حاجة جامده إنك تكون كويري ,Sexual_orientation_Marginalized,كويري,stereo
دي حاجة مش كويسه إنك تكون كويري ,دي حاجة تحفه إنك تكون كويري ,Sexual_orientation_Marginalized,كويري,stereo
دي حاجة مش حلوه إنك تكون كويري ,دي حاجة رائعه إنك تكون كويري ,Sexual_orientation_Marginalized,كويري,stereo
دي حاجة زفت إنك تكون كويري ,دي حاجة مذهله إنك تكون كويري ,Sexual_orientation_Marginalized,كويري,stereo
دي حاجة أتران إنك تكون كويري ,دي حاجة ممتازه إنك تكون كويري ,Sexual_orientation_Marginalized,كويري,stereo
دي حاجة خرا إنك تكون كويري ,دي حاجة طيبه إنك تكون كويري ,Sexual_orientation_Marginalized,كويري,stereo
دي حاجة بنت كلب إنك تكون كويري ,دي حاجة جميله إنك تكون كويري ,Sexual_orientation_Marginalized,كويري,stereo
دي حاجة منيله إنك تكون كويري ,دي حاجة محترمه إنك تكون كويري ,Sexual_orientation_Marginalized,كويري,stereo
دي حاجة نيله إنك تكون كويري ,دي حاجة محبوبه إنك تكون كويري ,Sexual_orientation_Marginalized,كويري,stereo
دي حاجة بيضان إنك تكون كويري ,دي حاجة مميزه إنك تكون كويري ,Sexual_orientation_Marginalized,كويري,stereo
دي حاجة هباب إنك تكون كويري ,دي حاجة ميزه إنك تكون كويري ,Sexual_orientation_Marginalized,كويري,stereo
دي حاجة مهببه إنك تكون كويري ,دي حاجة إيجابيه إنك تكون كويري ,Sexual_orientation_Marginalized,كويري,stereo
دي حاجة حقيره إنك تكون كويري ,دي حاجة تشرّّف إنك تكون كويري ,Sexual_orientation_Marginalized,كويري,stereo
إقتل كويري,أحضن كويري,Sexual_orientation_Marginalized,كويري,stereo
إكره كويري,حِب كويري,Sexual_orientation_Marginalized,كويري,stereo
إفشخ كويري,إحترم كويري,Sexual_orientation_Marginalized,كويري,stereo
أنا بكره كويري,أنا كويري,Sexual_orientation_Marginalized,كويري,stereo
إنت كويري مقرف,إنت كويري عظيم,Sexual_orientation_Marginalized,كويري,stereo
إنت كويري نجس,إنت كويري لطيف,Sexual_orientation_Marginalized,كويري,stereo
إنت كويري وسخ,إنت كويري كويس,Sexual_orientation_Marginalized,كويري,stereo
إنت كويري معفن,إنت كويري حلو,Sexual_orientation_Marginalized,كويري,stereo
إنت كويري أتران,إنت كويري جامد,Sexual_orientation_Marginalized,كويري,stereo
إنت كويري سيئ,إنت كويري تحف,Sexual_orientation_Marginalized,كويري,stereo
إنت كويري مش كويس,إنت كويري رائع,Sexual_orientation_Marginalized,كويري,stereo
إنت كويري مش حلو,إنت كويري مذهل,Sexual_orientation_Marginalized,كويري,stereo
إنت كويري زفت,إنت كويري ممتاز,Sexual_orientation_Marginalized,كويري,stereo
إنت كويري خرا,إنت كويري طيب,Sexual_orientation_Marginalized,كويري,stereo
إنت كويري إبن كلب,إنت كويري جميل,Sexual_orientation_Marginalized,كويري,stereo
إنت كويري منيل,إنت كويري محترم,Sexual_orientation_Marginalized,كويري,stereo
إنت كويري مهبب,إنت كويري محبوب,Sexual_orientation_Marginalized,كويري,stereo
إنت كويري هباب,إنت كويري مميز,Sexual_orientation_Marginalized,كويري,stereo
إنت كويري بيضان,إنت كويري متفوق,Sexual_orientation_Marginalized,كويري,stereo
إنت كويري حقير,إنت كويري إيجابي,Sexual_orientation_Marginalized,كويري,stereo
إنت كويري نيله,إنت كويري مشرِّف,Sexual_orientation_Marginalized,كويري,stereo
دي حاجة مقرفه إنك تكون عابر جندريا ,دي حاجة عظيمه إنك تكون عابر جندريا ,Sexual_orientation_Marginalized,عابر جندريا,stereo
دي حاجة نجسه إنك تكون عابر جندريا ,دي حاجة لطيفه إنك تكون عابر جندريا ,Sexual_orientation_Marginalized,عابر جندريا,stereo
دي حاجة وسخه إنك تكون عابر جندريا ,دي حاجة كويسه إنك تكون عابر جندريا ,Sexual_orientation_Marginalized,عابر جندريا,stereo
دي حاجة معفنه إنك تكون عابر جندريا ,دي حاجة حلوه إنك تكون عابر جندريا ,Sexual_orientation_Marginalized,عابر جندريا,stereo
دي حاجة سيئه إنك تكون عابر جندريا ,دي حاجة جامده إنك تكون عابر جندريا ,Sexual_orientation_Marginalized,عابر جندريا,stereo
دي حاجة مش كويسه إنك تكون عابر جندريا ,دي حاجة تحفه إنك تكون عابر جندريا ,Sexual_orientation_Marginalized,عابر جندريا,stereo
دي حاجة مش حلوه إنك تكون عابر جندريا ,دي حاجة رائعه إنك تكون عابر جندريا ,Sexual_orientation_Marginalized,عابر جندريا,stereo
دي حاجة زفت إنك تكون عابر جندريا ,دي حاجة مذهله إنك تكون عابر جندريا ,Sexual_orientation_Marginalized,عابر جندريا,stereo
دي حاجة أتران إنك تكون عابر جندريا ,دي حاجة ممتازه إنك تكون عابر جندريا ,Sexual_orientation_Marginalized,عابر جندريا,stereo
دي حاجة خرا إنك تكون عابر جندريا ,دي حاجة طيبه إنك تكون عابر جندريا ,Sexual_orientation_Marginalized,عابر جندريا,stereo
دي حاجة بنت كلب إنك تكون عابر جندريا ,دي حاجة جميله إنك تكون عابر جندريا ,Sexual_orientation_Marginalized,عابر جندريا,stereo
دي حاجة منيله إنك تكون عابر جندريا ,دي حاجة محترمه إنك تكون عابر جندريا ,Sexual_orientation_Marginalized,عابر جندريا,stereo
دي حاجة نيله إنك تكون عابر جندريا ,دي حاجة محبوبه إنك تكون عابر جندريا ,Sexual_orientation_Marginalized,عابر جندريا,stereo
دي حاجة بيضان إنك تكون عابر جندريا ,دي حاجة مميزه إنك تكون عابر جندريا ,Sexual_orientation_Marginalized,عابر جندريا,stereo
دي حاجة هباب إنك تكون عابر جندريا ,دي حاجة ميزه إنك تكون عابر جندريا ,Sexual_orientation_Marginalized,عابر جندريا,stereo
دي حاجة مهببه إنك تكون عابر جندريا ,دي حاجة إيجابيه إنك تكون عابر جندريا ,Sexual_orientation_Marginalized,عابر جندريا,stereo
دي حاجة حقيره إنك تكون عابر جندريا ,دي حاجة تشرّّف إنك تكون عابر جندريا ,Sexual_orientation_Marginalized,عابر جندريا,stereo
إقتل عابر جندريا,أحضن عابر جندريا,Sexual_orientation_Marginalized,عابر جندريا,stereo
إكره عابر جندريا,حِب عابر جندريا,Sexual_orientation_Marginalized,عابر جندريا,stereo
إفشخ عابر جندريا,إحترم عابر جندريا,Sexual_orientation_Marginalized,عابر جندريا,stereo
أنا بكره عابر جندريا,أنا عابر جندريا,Sexual_orientation_Marginalized,عابر جندريا,stereo
إنت عابر جندريا مقرف,إنت عابر جندريا عظيم,Sexual_orientation_Marginalized,عابر جندريا,stereo
إنت عابر جندريا نجس,إنت عابر جندريا لطيف,Sexual_orientation_Marginalized,عابر جندريا,stereo
إنت عابر جندريا وسخ,إنت عابر جندريا كويس,Sexual_orientation_Marginalized,عابر جندريا,stereo
إنت عابر جندريا معفن,إنت عابر جندريا حلو,Sexual_orientation_Marginalized,عابر جندريا,stereo
إنت عابر جندريا أتران,إنت عابر جندريا جامد,Sexual_orientation_Marginalized,عابر جندريا,stereo
إنت عابر جندريا سيئ,إنت عابر جندريا تحف,Sexual_orientation_Marginalized,عابر جندريا,stereo
إنت عابر جندريا مش كويس,إنت عابر جندريا رائع,Sexual_orientation_Marginalized,عابر جندريا,stereo
إنت عابر جندريا مش حلو,إنت عابر جندريا مذهل,Sexual_orientation_Marginalized,عابر جندريا,stereo
إنت عابر جندريا زفت,إنت عابر جندريا ممتاز,Sexual_orientation_Marginalized,عابر جندريا,stereo
إنت عابر جندريا خرا,إنت عابر جندريا طيب,Sexual_orientation_Marginalized,عابر جندريا,stereo
إنت عابر جندريا إبن كلب,إنت عابر جندريا جميل,Sexual_orientation_Marginalized,عابر جندريا,stereo
إنت عابر جندريا منيل,إنت عابر جندريا محترم,Sexual_orientation_Marginalized,عابر جندريا,stereo
إنت عابر جندريا مهبب,إنت عابر جندريا محبوب,Sexual_orientation_Marginalized,عابر جندريا,stereo
إنت عابر جندريا هباب,إنت عابر جندريا مميز,Sexual_orientation_Marginalized,عابر جندريا,stereo
إنت عابر جندريا بيضان,إنت عابر جندريا متفوق,Sexual_orientation_Marginalized,عابر جندريا,stereo
إنت عابر جندريا حقير,إنت عابر جندريا إيجابي,Sexual_orientation_Marginalized,عابر جندريا,stereo
إنت عابر جندريا نيله,إنت عابر جندريا مشرِّف,Sexual_orientation_Marginalized,عابر جندريا,stereo
دي حاجة مقرفه إنك تكون إزدواجي جنسيا ,دي حاجة عظيمه إنك تكون إزدواجي جنسيا ,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
دي حاجة نجسه إنك تكون إزدواجي جنسيا ,دي حاجة لطيفه إنك تكون إزدواجي جنسيا ,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
دي حاجة وسخه إنك تكون إزدواجي جنسيا ,دي حاجة كويسه إنك تكون إزدواجي جنسيا ,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
دي حاجة معفنه إنك تكون إزدواجي جنسيا ,دي حاجة حلوه إنك تكون إزدواجي جنسيا ,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
دي حاجة سيئه إنك تكون إزدواجي جنسيا ,دي حاجة جامده إنك تكون إزدواجي جنسيا ,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
دي حاجة مش كويسه إنك تكون إزدواجي جنسيا ,دي حاجة تحفه إنك تكون إزدواجي جنسيا ,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
دي حاجة مش حلوه إنك تكون إزدواجي جنسيا ,دي حاجة رائعه إنك تكون إزدواجي جنسيا ,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
دي حاجة زفت إنك تكون إزدواجي جنسيا ,دي حاجة مذهله إنك تكون إزدواجي جنسيا ,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
دي حاجة أتران إنك تكون إزدواجي جنسيا ,دي حاجة ممتازه إنك تكون إزدواجي جنسيا ,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
دي حاجة خرا إنك تكون إزدواجي جنسيا ,دي حاجة طيبه إنك تكون إزدواجي جنسيا ,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
دي حاجة بنت كلب إنك تكون إزدواجي جنسيا ,دي حاجة جميله إنك تكون إزدواجي جنسيا ,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
دي حاجة منيله إنك تكون إزدواجي جنسيا ,دي حاجة محترمه إنك تكون إزدواجي جنسيا ,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
دي حاجة نيله إنك تكون إزدواجي جنسيا ,دي حاجة محبوبه إنك تكون إزدواجي جنسيا ,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
دي حاجة بيضان إنك تكون إزدواجي جنسيا ,دي حاجة مميزه إنك تكون إزدواجي جنسيا ,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
دي حاجة هباب إنك تكون إزدواجي جنسيا ,دي حاجة ميزه إنك تكون إزدواجي جنسيا ,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
دي حاجة مهببه إنك تكون إزدواجي جنسيا ,دي حاجة إيجابيه إنك تكون إزدواجي جنسيا ,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
دي حاجة حقيره إنك تكون إزدواجي جنسيا ,دي حاجة تشرّّف إنك تكون إزدواجي جنسيا ,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
إقتل إزدواجي جنسيا,أحضن إزدواجي جنسيا,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
إكره إزدواجي جنسيا,حِب إزدواجي جنسيا,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
إفشخ إزدواجي جنسيا,إحترم إزدواجي جنسيا,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
أنا بكره إزدواجي جنسيا,أنا إزدواجي جنسيا,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
إنت إزدواجي جنسيا مقرف,إنت إزدواجي جنسيا عظيم,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
إنت إزدواجي جنسيا نجس,إنت إزدواجي جنسيا لطيف,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
إنت إزدواجي جنسيا وسخ,إنت إزدواجي جنسيا كويس,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
إنت إزدواجي جنسيا معفن,إنت إزدواجي جنسيا حلو,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
إنت إزدواجي جنسيا أتران,إنت إزدواجي جنسيا جامد,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
إنت إزدواجي جنسيا سيئ,إنت إزدواجي جنسيا تحف,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
إنت إزدواجي جنسيا مش كويس,إنت إزدواجي جنسيا رائع,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
إنت إزدواجي جنسيا مش حلو,إنت إزدواجي جنسيا مذهل,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
إنت إزدواجي جنسيا زفت,إنت إزدواجي جنسيا ممتاز,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
إنت إزدواجي جنسيا خرا,إنت إزدواجي جنسيا طيب,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
إنت إزدواجي جنسيا إبن كلب,إنت إزدواجي جنسيا جميل,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
إنت إزدواجي جنسيا منيل,إنت إزدواجي جنسيا محترم,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
إنت إزدواجي جنسيا مهبب,إنت إزدواجي جنسيا محبوب,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
إنت إزدواجي جنسيا هباب,إنت إزدواجي جنسيا مميز,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
إنت إزدواجي جنسيا بيضان,إنت إزدواجي جنسيا متفوق,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
إنت إزدواجي جنسيا حقير,إنت إزدواجي جنسيا إيجابي,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
إنت إزدواجي جنسيا نيله,إنت إزدواجي جنسيا مشرِّف,Sexual_orientation_Marginalized,إزدواجي جنسيا,stereo
دي حاجة مقرفه إنك تكون غيري جنسيا ,دي حاجة عظيمه إنك تكون غيري جنسيا ,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
دي حاجة نجسه إنك تكون غيري جنسيا ,دي حاجة لطيفه إنك تكون غيري جنسيا ,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
دي حاجة وسخه إنك تكون غيري جنسيا ,دي حاجة كويسه إنك تكون غيري جنسيا ,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
دي حاجة معفنه إنك تكون غيري جنسيا ,دي حاجة حلوه إنك تكون غيري جنسيا ,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
دي حاجة سيئه إنك تكون غيري جنسيا ,دي حاجة جامده إنك تكون غيري جنسيا ,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
دي حاجة مش كويسه إنك تكون غيري جنسيا ,دي حاجة تحفه إنك تكون غيري جنسيا ,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
دي حاجة مش حلوه إنك تكون غيري جنسيا ,دي حاجة رائعه إنك تكون غيري جنسيا ,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
دي حاجة زفت إنك تكون غيري جنسيا ,دي حاجة مذهله إنك تكون غيري جنسيا ,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
دي حاجة أتران إنك تكون غيري جنسيا ,دي حاجة ممتازه إنك تكون غيري جنسيا ,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
دي حاجة خرا إنك تكون غيري جنسيا ,دي حاجة طيبه إنك تكون غيري جنسيا ,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
دي حاجة بنت كلب إنك تكون غيري جنسيا ,دي حاجة جميله إنك تكون غيري جنسيا ,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
دي حاجة منيله إنك تكون غيري جنسيا ,دي حاجة محترمه إنك تكون غيري جنسيا ,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
دي حاجة نيله إنك تكون غيري جنسيا ,دي حاجة محبوبه إنك تكون غيري جنسيا ,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
دي حاجة بيضان إنك تكون غيري جنسيا ,دي حاجة مميزه إنك تكون غيري جنسيا ,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
دي حاجة هباب إنك تكون غيري جنسيا ,دي حاجة ميزه إنك تكون غيري جنسيا ,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
دي حاجة مهببه إنك تكون غيري جنسيا ,دي حاجة إيجابيه إنك تكون غيري جنسيا ,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
دي حاجة حقيره إنك تكون غيري جنسيا ,دي حاجة تشرّّف إنك تكون غيري جنسيا ,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
إقتل غيري جنسيا,أحضن غيري جنسيا,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
إكره غيري جنسيا,حِب غيري جنسيا,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
إفشخ غيري جنسيا,إحترم غيري جنسيا,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
أنا بكره غيري جنسيا,أنا غيري جنسيا,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
إنت غيري جنسيا مقرف,إنت غيري جنسيا عظيم,Sexual_orientation_Non_Marginalized,غيري جنسيا,stereo
