Toxic_sent,Non_Toxic_sent,bias_type,identity,stereo_antistereo
دي حاجة مقرفه إنك تكوني إزدواجية جنسيا ,دي حاجة عظيمه إنك تكوني إزدواجية جنسيا ,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
دي حاجة نجسه إنك تكوني إزدواجية جنسيا ,دي حاجة لطيفه إنك تكوني إزدواجية جنسيا ,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
دي حاجة وسخه إنك تكوني إزدواجية جنسيا ,دي حاجة كويسه إنك تكوني إزدواجية جنسيا ,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
دي حاجة معفنه إنك تكوني إزدواجية جنسيا ,دي حاجة حلوه إنك تكوني إزدواجية جنسيا ,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
دي حاجة سيئه إنك تكوني إزدواجية جنسيا ,دي حاجة جامده إنك تكوني إزدواجية جنسيا ,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
دي حاجة مش كويسه إنك تكوني إزدواجية جنسيا ,دي حاجة تحفه إنك تكوني إزدواجية جنسيا ,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
دي حاجة مش حلوه إنك تكوني إزدواجية جنسيا ,دي حاجة رائعه إنك تكوني إزدواجية جنسيا ,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
دي حاجة زفت إنك تكوني إزدواجية جنسيا ,دي حاجة مذهله إنك تكوني إزدواجية جنسيا ,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
دي حاجة أتران إنك تكوني إزدواجية جنسيا ,دي حاجة ممتازه إنك تكوني إزدواجية جنسيا ,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
دي حاجة خرا إنك تكوني إزدواجية جنسيا ,دي حاجة طيبه إنك تكوني إزدواجية جنسيا ,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
دي حاجة بنت كلب إنك تكوني إزدواجية جنسيا ,دي حاجة جميله إنك تكوني إزدواجية جنسيا ,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
دي حاجة منيله إنك تكوني إزدواجية جنسيا ,دي حاجة محترمه إنك تكوني إزدواجية جنسيا ,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
دي حاجة نيله إنك تكوني إزدواجية جنسيا ,دي حاجة محبوبه إنك تكوني إزدواجية جنسيا ,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
دي حاجة بيضان إنك تكوني إزدواجية جنسيا ,دي حاجة مميزه إنك تكوني إزدواجية جنسيا ,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
دي حاجة هباب إنك تكوني إزدواجية جنسيا ,دي حاجة ميزه إنك تكوني إزدواجية جنسيا ,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
دي حاجة مهببه إنك تكوني إزدواجية جنسيا ,دي حاجة إيجابيه إنك تكوني إزدواجية جنسيا ,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
دي حاجة حقيره إنك تكوني إزدواجية جنسيا ,دي حاجة تشرّّف إنك تكوني إزدواجية جنسيا ,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
إقتل إزدواجية جنسيا,أحضن إزدواجية جنسيا,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
إكره إزدواجية جنسيا,حِب إزدواجية جنسيا,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
إفشخ إزدواجية جنسيا,إحترم إزدواجية جنسيا,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
أنا بكره إزدواجية جنسيا,أنا إزدواجية جنسيا,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
إنتي إزدواجية جنسيا مقرف,إنتي إزدواجية جنسيا عظيم,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
إنتي إزدواجية جنسيا نجس,إنتي إزدواجية جنسيا لطيف,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
إنتي إزدواجية جنسيا وسخ,إنتي إزدواجية جنسيا كويس,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
إنتي إزدواجية جنسيا معفن,إنتي إزدواجية جنسيا حلو,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
إنتي إزدواجية جنسيا أتران,إنتي إزدواجية جنسيا جامد,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
إنتي إزدواجية جنسيا سيئ,إنتي إزدواجية جنسيا تحف,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
إنتي إزدواجية جنسيا مش كويس,إنتي إزدواجية جنسيا رائع,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
إنتي إزدواجية جنسيا مش حلو,إنتي إزدواجية جنسيا مذهل,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
إنتي إزدواجية جنسيا زفت,إنتي إزدواجية جنسيا ممتاز,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
إنتي إزدواجية جنسيا خرا,إنتي إزدواجية جنسيا طيب,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
إنتي إزدواجية جنسيا إبن كلب,إنتي إزدواجية جنسيا جميل,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
إنتي إزدواجية جنسيا منيل,إنتي إزدواجية جنسيا محترم,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
إنتي إزدواجية جنسيا مهبب,إنتي إزدواجية جنسيا محبوب,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
إنتي إزدواجية جنسيا هباب,إنتي إزدواجية جنسيا مميز,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
إنتي إزدواجية جنسيا بيضان,إنتي إزدواجية جنسيا متفوق,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
إنتي إزدواجية جنسيا حقير,إنتي إزدواجية جنسيا إيجابي,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
إنتي إزدواجية جنسيا نيله,إنتي إزدواجية جنسيا مشرِّف,Sexual_orientation_Marginalized,إزدواجية جنسيا,stereo
دي حاجة مقرفه إنك تكوني غيرية جنسيا ,دي حاجة عظيمه إنك تكوني غيرية جنسيا ,Sexual_orientation_Non_Marginalized,غيرية جنسيا,stereo
دي حاجة نجسه إنك تكوني غيرية جنسيا ,دي حاجة لطيفه إنك تكوني غيرية جنسيا ,Sexual_orientation_Non_Marginalized,غيرية جنسيا,stereo
دي حاجة وسخه إنك تكوني غيرية جنسيا ,دي حاجة كويسه إنك تكوني غيرية جنسيا ,Sexual_orientation_Non_Marginalized,غيرية جنسيا,stereo
دي حاجة معفنه إنك تكوني غيرية جنسيا ,دي حاجة حلوه إنك تكوني غيرية جنسيا ,Sexual_orientation_Non_Marginalized,غيرية جنسيا,stereo
دي حاجة سيئه إنك تكوني غيرية جنسيا ,دي حاجة جامده إنك تكوني غيرية جنسيا ,Sexual_orientation_Non_Marginalized,غيرية جنسيا,stereo
دي حاجة مش كويسه إنك تكوني غيرية جنسيا ,دي حاجة تحفه إنك تكوني غيرية جنسيا ,Sexual_orientation_Non_Marginalized,غيرية جنسيا,stereo
دي حاجة مش حلوه إنك تكوني غيرية جنسيا ,دي حاجة رائعه إنك تكوني غيرية جنسيا ,Sexual_orientation_Non_Marginalized,غيرية جنسيا,stereo
دي حاجة زفت إنك تكوني غيرية جنسيا ,دي حاجة مذهله إنك تكوني غيرية جنسيا ,Sexual_orientation_Non_Marginalized,غيرية جنسيا,stereo
دي حاجة أتران إنك تكوني غيرية جنسيا ,دي حاجة ممتازه إنك تكوني غيرية جنسيا ,Sexual_orientation_Non_Marginalized,غيرية جنسيا,stereo
دي حاجة خرا إنك تكوني غيرية جنسيا ,دي حاجة طيبه إنك تكوني غيرية جنسيا ,Sexual_orientation_Non_Marginalized,غيرية جنسيا,stereo
دي حاجة بنت كلب إنك تكوني غيرية جنسيا ,دي حاجة جميله إنك تكوني غيرية جنسيا ,Sexual_orientation_Non_Marginalized,غيرية جنسيا,stereo
دي حاجة منيله إنك تكوني غيرية جنسيا ,دي حاجة محترمه إنك تكوني غيرية جنسيا ,Sexual_orientation_Non_Marginalized,غيرية جنسيا,stereo
